IQ,Academic_Performance,Internship_Experience,Placement,CGPA_bin,Comm_bin,Projects_bin
117,6,No,No,Medium,Medium,Low
102,6,No,No,High,Low,Medium
101,9,Yes,No,Medium,Low,Medium
108,1,No,No,High,Low,Low
87,5,No,No,Medium,High,Low
100,10,Yes,No,High,Medium,Medium
67,1,No,Yes,High,High,High
113,6,No,No,Low,Low,Low
76,9,Yes,No,Medium,Medium,Medium
122,4,No,No,Medium,High,Low
95,10,No,No,Low,Low,High
96,10,Yes,No,High,Low,High
90,9,No,No,High,Low,Medium
95,3,No,No,Medium,High,Medium
121,7,No,Yes,High,Medium,Medium
62,5,No,No,Low,Medium,High
119,10,No,Yes,High,Medium,High
105,1,No,Yes,High,High,High
81,7,Yes,No,High,Low,High
83,8,No,No,Medium,Medium,Low
125,6,Yes,No,High,Low,Medium
85,1,No,No,Medium,High,Medium
82,9,No,No,Medium,Medium,Medium
117,7,Yes,Yes,High,High,Medium
105,6,No,No,Medium,Low,Medium
85,4,No,No,High,Low,High
103,3,No,No,High,Medium,Medium
84,4,Yes,No,Low,Medium,High
116,1,No,Yes,High,Low,High
115,9,No,No,Medium,Low,Low
107,2,No,No,High,Medium,Medium
105,2,No,No,High,Low,Medium
126,3,No,No,Medium,Medium,Low
99,1,No,No,High,Low,Medium
82,10,No,No,Medium,High,Low
106,3,Yes,No,Medium,Low,High
131,4,No,Yes,High,High,Medium
84,9,No,No,High,Medium,Low
94,5,No,No,High,Low,Medium
106,6,No,No,High,Low,Medium
99,1,No,Yes,High,High,Medium
85,3,Yes,No,Medium,Medium,Medium
116,7,Yes,Yes,High,Low,High
134,7,No,No,Medium,Low,High
102,10,Yes,No,High,Low,Medium
86,1,Yes,No,Medium,Low,High
76,9,No,No,High,Low,High
103,1,No,No,Medium,High,Medium
116,7,No,Yes,High,High,Medium
107,2,No,No,High,Low,High
99,9,No,Yes,High,High,High
91,9,Yes,No,Low,High,High
83,9,No,No,High,Medium,Low
112,4,No,Yes,High,Medium,Medium
113,6,No,Yes,High,High,Low
76,2,No,No,High,Low,High
123,3,Yes,Yes,Low,High,High
108,6,No,No,Low,Medium,Medium
120,1,No,No,Medium,Low,Low
79,7,Yes,No,Low,High,Low
79,2,No,No,High,Low,Medium
97,8,No,No,Medium,Low,High
107,5,No,No,Medium,Low,High
126,7,Yes,No,Low,Medium,Medium
110,8,No,No,Medium,Low,High
96,3,Yes,No,Medium,Medium,Low
84,6,Yes,No,Low,High,Medium
118,9,No,No,Medium,Low,Medium
85,4,No,No,Medium,Medium,Low
124,10,No,Yes,High,Medium,High
95,7,No,No,Medium,High,Medium
123,1,No,No,Medium,Medium,High
110,7,No,Yes,High,High,High
97,9,No,No,High,High,Low
92,10,Yes,Yes,High,High,High
94,8,No,Yes,High,High,Medium
106,4,Yes,No,High,Medium,High
101,3,Yes,No,High,High,Low
91,7,Yes,No,Low,High,Low
97,1,No,No,Medium,Low,High
101,8,Yes,No,High,Medium,Medium
68,1,Yes,No,Medium,High,Low
106,7,No,No,High,Low,Low
85,6,No,No,High,Low,High
82,10,No,No,Medium,Low,High
74,8,No,No,High,Low,Medium
73,6,No,No,Medium,Low,Medium
79,5,No,No,Medium,Low,Low
89,9,Yes,No,High,Low,High
129,4,No,No,Medium,Medium,Low
92,7,Yes,No,High,Medium,Low
102,6,No,No,High,Medium,High
106,10,No,No,Medium,Medium,Medium
101,6,No,No,High,Low,Medium
98,5,No,No,High,Low,Medium
82,2,No,No,Medium,Medium,Medium
121,4,No,No,Low,Low,Medium
127,1,No,Yes,High,High,Low
74,9,No,No,Low,High,Low
84,9,Yes,No,High,Low,Medium
95,8,No,No,Medium,Medium,Medium
85,4,No,No,High,Medium,High
107,5,No,No,High,High,Low
89,1,Yes,No,Low,Medium,High
132,4,No,No,High,Low,Low
117,4,No,Yes,High,High,High
103,5,No,No,High,Medium,Medium
115,2,Yes,No,High,Low,Low
116,2,No,No,High,Medium,Low
91,2,No,Yes,High,High,High
87,8,Yes,No,High,Medium,Medium
101,2,No,No,High,Low,High
112,6,Yes,No,Medium,Medium,High
102,2,Yes,No,High,Medium,High
76,8,Yes,No,High,High,Medium
87,1,Yes,No,Low,High,Low
98,2,No,No,Medium,Medium,Medium
98,5,No,No,Low,High,Low
129,6,No,No,Low,High,Low
79,9,No,No,Medium,Medium,Low
107,6,No,No,Low,Medium,Low
122,8,Yes,Yes,High,Low,High
134,7,No,No,Low,Medium,Low
93,1,No,No,Low,High,Medium
107,2,Yes,No,Low,Medium,Low
108,4,Yes,No,Low,Low,Low
102,1,No,No,Medium,Low,Low
98,8,No,No,High,Medium,High
106,4,Yes,No,High,High,Low
62,7,No,No,High,Medium,Low
110,7,Yes,No,High,Low,High
101,8,No,No,Low,High,High
96,9,No,No,Medium,Low,Low
130,9,No,No,Low,Low,Medium
89,7,No,No,High,Low,Low
93,9,Yes,No,Low,Medium,High
129,5,No,No,High,Low,High
87,10,Yes,No,Low,High,Low
91,4,Yes,No,Low,Low,High
97,3,No,No,,Low,Medium
112,6,Yes,No,High,Low,Low
103,10,No,Yes,High,High,Medium
80,9,No,No,Medium,Low,Low
92,4,Yes,No,High,Medium,Medium
90,2,Yes,Yes,High,High,High
98,3,No,No,High,Low,High
106,3,Yes,No,Medium,Low,Low
106,2,No,No,High,Medium,High
73,9,Yes,No,High,Low,Low
115,4,Yes,No,Medium,Low,High
103,3,No,No,High,Medium,Low
120,10,No,Yes,,Medium,Medium
106,6,No,No,Medium,Low,Low
116,8,No,No,Medium,Medium,Low
106,8,No,No,Medium,Medium,Low
120,10,No,Yes,High,High,Medium
107,6,No,No,High,Medium,High
98,5,Yes,No,Low,Low,Medium
134,7,No,No,High,Medium,Medium
113,3,Yes,No,Low,High,Low
108,10,No,Yes,High,High,Medium
80,2,No,No,Medium,Medium,Low
80,8,No,No,Medium,High,High
104,9,No,Yes,High,High,High
102,6,No,No,Low,Low,Medium
90,4,No,No,Low,High,Low
102,6,No,No,Medium,Medium,Medium
123,7,Yes,Yes,Medium,High,Medium
110,8,Yes,No,Medium,Low,Low
82,3,No,No,,High,Low
98,6,No,No,High,Medium,High
87,10,No,No,High,Low,Low
94,6,No,Yes,High,High,Medium
93,10,Yes,No,Medium,Medium,Low
92,7,No,No,Medium,Low,Low
81,4,No,No,Low,Low,Low
98,6,Yes,No,High,Low,Medium
91,2,No,No,High,Medium,Low
56,8,Yes,No,Medium,Low,High
130,3,No,No,Medium,High,Low
116,9,No,No,Medium,Low,Medium
94,8,Yes,No,Medium,Low,High
100,6,Yes,Yes,High,High,Medium
82,10,No,No,Medium,Low,Low
125,2,No,No,High,Low,Low
128,8,No,No,High,Low,High
102,6,No,Yes,High,High,High
115,1,No,Yes,High,Medium,High
102,6,No,No,High,High,Low
79,5,No,No,Low,High,Low
93,6,Yes,No,Low,Low,Medium
101,1,No,No,Medium,High,Medium
93,4,Yes,No,Medium,Low,High
96,7,No,Yes,High,High,High
98,5,No,No,High,Medium,Low
98,6,No,No,Low,Low,High
100,2,Yes,No,Medium,Medium,Low
84,8,No,No,Low,Low,Low
89,10,Yes,No,High,Low,High
80,4,No,No,,Low,Medium
114,6,Yes,No,Medium,High,Low
68,3,Yes,No,Low,Medium,Low
117,9,Yes,Yes,High,Low,High
120,8,No,Yes,High,Low,Medium
95,6,No,No,Medium,Low,High
60,9,No,No,High,Medium,High
94,10,No,No,,Medium,High
99,9,No,No,High,High,Low
84,2,No,No,High,Low,Low
92,9,No,No,Medium,High,Medium
122,8,No,No,High,Low,Medium
109,2,No,No,Medium,Low,Medium
86,9,No,No,Medium,Low,High
76,5,Yes,No,Low,High,High
95,9,Yes,No,Medium,Low,High
96,3,No,No,Medium,Medium,Medium
107,4,Yes,No,High,Medium,High
91,1,Yes,No,High,Low,Low
107,5,No,No,High,Low,Medium
129,7,No,No,Medium,Low,High
112,7,No,No,Medium,High,Low
99,6,Yes,No,High,Low,Medium
97,6,No,No,High,Medium,Medium
94,8,No,Yes,High,High,Medium
117,10,No,No,Medium,Medium,High
90,9,Yes,No,High,Medium,Medium
100,4,No,No,Low,Low,Low
100,4,Yes,No,High,Medium,Medium
92,8,Yes,No,High,Low,Medium
79,5,Yes,No,High,Low,Low
104,10,Yes,No,High,Medium,Low
99,9,No,No,Medium,Low,High
107,6,No,No,High,Low,High
91,9,Yes,No,Medium,Low,Low
118,4,No,No,High,Low,High
86,1,Yes,No,Medium,High,High
125,4,No,Yes,High,High,Medium
73,9,Yes,No,High,Low,High
106,7,Yes,No,Medium,Medium,Medium
107,6,Yes,No,Low,High,Medium
88,2,No,No,Low,Low,High
106,4,Yes,No,High,Low,High
119,1,No,No,Medium,Low,High
66,3,Yes,Yes,High,High,High
107,2,No,No,High,Medium,High
62,4,Yes,No,High,Medium,Low
85,4,Yes,No,High,Medium,Medium
124,9,No,Yes,Low,High,High
91,7,No,No,,High,Low
82,3,No,Yes,High,High,Medium
97,7,No,No,High,Medium,High
131,8,Yes,No,High,Medium,Low
72,7,Yes,No,High,High,Low
84,8,No,No,Low,Medium,High
122,9,No,Yes,High,High,Medium
127,1,No,No,High,Low,Low
98,10,No,Yes,High,High,High
81,6,No,No,High,Low,High
131,4,No,Yes,Medium,High,High
123,1,No,Yes,High,Low,High
110,2,Yes,No,,High,Low
87,10,Yes,No,Low,Low,Low
99,4,No,No,High,Low,Low
97,1,No,No,Medium,High,Low
104,6,No,No,High,Medium,Medium
121,1,No,Yes,Medium,High,High
113,9,No,No,,Low,Low
83,10,Yes,No,Low,High,High
120,3,Yes,No,Medium,Low,Low
104,1,Yes,No,Medium,High,Low
110,6,No,No,Medium,High,Medium
121,6,No,No,High,Low,Low
83,7,No,No,Low,Low,Low
99,7,No,No,High,High,Low
92,10,Yes,No,High,Medium,Medium
76,4,Yes,No,High,High,Low
105,5,No,No,High,Medium,Medium
137,3,Yes,No,Medium,Medium,High
72,6,No,No,Medium,Medium,Low
99,7,Yes,No,High,Medium,Medium
109,9,Yes,No,Low,High,High
101,9,Yes,No,High,Medium,Medium
98,5,No,No,Medium,Medium,Low
80,4,Yes,No,High,High,Low
103,7,Yes,No,Low,Medium,Low
88,3,Yes,Yes,High,High,Medium
67,4,Yes,No,Medium,High,Medium
117,9,No,No,Low,Low,Low
114,5,No,Yes,High,Low,Medium
100,10,No,No,Medium,Medium,High
103,7,Yes,No,High,Low,Low
116,2,No,No,High,Low,Low
103,9,No,No,Low,Medium,Low
113,5,Yes,Yes,,Low,High
95,5,No,No,Medium,Medium,Low
119,4,Yes,Yes,High,High,Medium
104,8,No,No,Medium,High,Low
102,4,No,No,High,High,Low
80,2,Yes,No,Medium,Medium,Low
104,5,No,No,Medium,Low,High
87,3,No,No,Medium,Low,Low
90,4,No,No,Medium,High,High
87,3,Yes,No,Medium,Low,High
84,7,No,Yes,High,High,High
131,6,No,No,High,Medium,Low
119,2,No,No,Low,Low,High
128,8,No,No,Medium,Low,High
81,5,Yes,No,Medium,Low,Medium
101,6,No,No,Low,Low,Low
80,8,No,No,Medium,Medium,Medium
89,7,Yes,No,Low,High,Low
86,3,No,No,High,Medium,Low
118,2,Yes,Yes,High,Low,Medium
94,3,No,No,Low,High,Medium
116,8,No,No,Low,Low,Low
109,4,No,No,High,Medium,Low
134,8,No,No,Medium,Low,Low
77,4,No,No,High,Low,Low
118,7,No,Yes,High,Low,High
117,6,No,Yes,High,High,Medium
85,10,Yes,No,Low,High,High
115,1,No,No,High,Medium,Low
105,8,No,No,High,Medium,Low
96,6,Yes,No,High,Medium,Medium
87,2,No,No,High,High,Low
89,5,No,No,Medium,Low,Medium
130,2,No,No,Medium,Low,Low
100,10,No,No,High,Medium,Low
111,7,No,Yes,High,High,Medium
88,10,Yes,No,High,High,Medium
88,6,Yes,No,High,Medium,Medium
116,7,No,No,Low,Low,High
79,6,No,No,Medium,Low,Low
93,10,No,No,High,Low,Medium
100,1,No,No,Medium,Low,Medium
101,3,Yes,No,High,Low,Low
97,10,No,No,Medium,Medium,Medium
105,2,Yes,Yes,High,High,High
110,1,No,Yes,High,High,Medium
111,1,No,Yes,Medium,High,Medium
85,4,No,No,Low,Medium,High
95,1,Yes,Yes,High,High,High
117,2,Yes,Yes,High,Medium,Medium
113,1,Yes,Yes,High,Low,Medium
79,6,Yes,No,Low,High,High
105,4,Yes,No,Low,Medium,High
70,8,No,No,Medium,High,Low
100,5,Yes,No,Low,Medium,Medium
128,10,No,Yes,High,Medium,Medium
85,5,Yes,No,High,Low,High
87,8,No,No,Medium,High,Low
111,10,Yes,No,Medium,Medium,Medium
76,6,No,No,Medium,Medium,Medium
90,6,No,No,High,Medium,Medium
108,3,No,No,High,Medium,Medium
90,6,No,No,High,Low,Low
96,10,No,No,Medium,High,Medium
111,7,No,No,High,Medium,Low
106,2,Yes,No,Medium,Medium,High
104,3,No,No,Medium,Low,Medium
94,6,No,No,High,Medium,Medium
105,10,No,No,Medium,High,High
98,9,No,No,Medium,High,High
106,9,Yes,No,Medium,Medium,High
92,8,No,No,Medium,Low,Medium
97,8,No,No,Medium,Medium,Medium
85,9,No,No,High,Low,High
99,9,Yes,No,High,Low,High
87,10,No,No,Low,Low,High
83,9,Yes,No,Medium,Low,Low
103,5,No,No,Medium,High,High
103,6,No,No,High,Medium,Low
111,5,Yes,No,Medium,High,Low
93,1,No,No,High,Low,Low
106,4,No,No,Medium,High,Medium
108,1,Yes,Yes,High,High,High
106,1,No,No,High,High,Low
87,3,Yes,Yes,High,High,High
102,7,Yes,Yes,High,High,High
105,1,No,Yes,High,High,High
100,7,Yes,No,High,Medium,High
68,10,No,No,Medium,Medium,High
102,10,No,No,Low,Medium,High
133,1,Yes,No,Low,Medium,Low
94,9,Yes,Yes,High,High,High
89,5,Yes,Yes,High,High,Medium
105,6,No,No,Low,Medium,Low
104,9,No,Yes,High,High,High
117,3,No,Yes,High,Low,Medium
81,3,No,No,High,Low,Medium
110,5,Yes,No,High,High,Low
108,7,Yes,No,,Low,Medium
97,3,Yes,No,Medium,Low,High
105,4,No,No,Medium,Medium,Medium
115,2,No,No,High,Medium,High
113,9,Yes,No,Medium,Low,High
82,10,No,No,Low,High,Medium
112,9,No,Yes,High,Medium,Medium
99,2,Yes,Yes,High,High,Medium
101,5,Yes,No,High,Low,High
101,1,Yes,No,Medium,Low,Low
97,8,Yes,No,Medium,Medium,Low
117,6,No,Yes,Medium,High,Medium
98,10,Yes,No,Low,High,High
83,10,No,No,High,High,Low
94,2,Yes,No,Low,Low,Medium
102,2,No,No,Low,Low,Low
118,10,No,Yes,High,High,Low
109,5,Yes,No,Low,Low,High
87,7,Yes,No,High,Medium,Low
137,9,Yes,No,High,Medium,Low
103,9,Yes,No,High,Medium,Low
119,6,No,No,Low,High,Low
97,2,Yes,No,Medium,High,High
108,6,Yes,No,Medium,High,Medium
112,1,No,Yes,High,High,Medium
118,2,No,Yes,Medium,High,High
115,3,Yes,No,Medium,High,Low
113,5,No,Yes,High,Medium,High
95,10,Yes,No,Medium,Low,High
91,1,Yes,No,Low,High,High
104,10,Yes,No,Medium,Medium,High
113,5,No,Yes,High,Low,Medium
96,5,No,No,Low,Medium,Medium
115,4,No,No,Medium,Medium,Medium
121,3,Yes,No,Low,Low,Low
86,7,No,No,High,Medium,Low
87,7,Yes,No,High,Medium,High
97,1,No,No,Medium,Medium,Low
104,7,Yes,No,Medium,Low,High
92,3,Yes,No,Low,Low,Medium
120,3,No,No,Low,High,Low
106,6,Yes,No,Medium,Low,Low
100,6,No,No,High,High,Low
78,4,No,Yes,High,High,Medium
80,5,Yes,No,High,Low,High
104,3,No,No,Low,Low,Low
68,3,Yes,No,High,Medium,Low
115,9,No,No,High,Medium,Low
97,5,No,No,Medium,Low,Medium
148,1,No,Yes,High,High,Medium
134,9,Yes,Yes,Low,High,Medium
97,10,No,No,Low,Medium,Medium
98,6,Yes,No,High,Medium,Medium
114,9,No,No,Medium,Medium,Medium
125,7,Yes,Yes,Low,High,Medium
75,10,Yes,No,Medium,Low,High
73,10,Yes,No,Medium,Low,High
90,7,No,No,High,Medium,High
108,5,No,No,Medium,Medium,Medium
107,7,Yes,No,Medium,Low,Low
116,10,No,No,Medium,High,Low
82,4,No,No,Medium,Medium,Medium
65,6,Yes,No,High,Medium,Low
112,2,No,No,Low,High,Low
87,10,Yes,Yes,High,High,Medium
69,3,No,No,High,High,High
102,2,No,No,High,Low,Medium
111,10,Yes,No,Medium,Low,Low
98,2,No,No,Medium,High,Low
93,7,No,No,High,Low,Medium
97,5,No,No,High,Low,Medium
94,6,No,No,Medium,High,Low
79,3,No,No,Medium,Medium,Low
89,10,No,No,High,Medium,Medium
107,5,No,Yes,High,High,High
104,5,Yes,No,Medium,Medium,Low
102,4,No,No,High,Low,High
85,10,Yes,Yes,High,High,Medium
97,4,Yes,No,High,Medium,Medium
67,8,No,No,High,Low,Medium
102,6,No,No,Medium,Medium,Low
121,2,Yes,Yes,High,Medium,High
77,2,Yes,No,High,Low,Medium
91,2,Yes,No,High,Medium,Medium
104,6,Yes,No,Medium,Medium,High
118,1,No,Yes,High,Medium,Medium
93,3,No,No,Medium,High,Low
89,1,Yes,No,Low,Medium,Medium
70,4,Yes,No,High,Low,Low
101,1,No,No,High,Medium,High
130,9,Yes,No,High,Low,Low
104,6,Yes,No,Medium,Low,High
99,8,Yes,No,High,Medium,High
104,2,Yes,No,Medium,Low,Low
99,6,Yes,No,High,Low,Low
87,4,Yes,No,Medium,Low,High
112,7,No,Yes,High,High,High
103,8,No,No,High,Low,High
100,6,No,No,Low,Medium,High
85,1,No,No,Medium,High,High
119,8,No,Yes,High,Medium,Medium
109,1,Yes,Yes,High,High,High
91,9,No,No,High,Medium,High
115,2,No,No,High,Low,Low
92,10,No,No,Medium,Low,High
88,6,Yes,No,Medium,High,Low
88,8,No,No,Low,High,Low
73,5,No,No,Low,Medium,Medium
107,2,No,No,High,Low,High
72,5,Yes,No,Low,High,High
81,1,Yes,Yes,,High,Medium
68,8,No,No,High,Low,Medium
98,8,Yes,No,High,High,Low
97,2,Yes,Yes,High,High,High
95,6,No,No,Medium,High,High
84,8,Yes,Yes,High,High,High
82,10,Yes,No,Low,Low,High
106,8,No,No,Low,Medium,Low
91,7,Yes,No,High,Low,Low
104,3,Yes,No,Low,High,Medium
86,4,No,No,,High,Low
102,1,Yes,No,High,Medium,Low
119,9,Yes,No,High,Medium,Low
108,10,Yes,No,Low,Medium,Medium
93,10,Yes,Yes,High,High,Medium
103,2,No,No,Low,Medium,High
96,10,No,Yes,High,High,High
100,7,Yes,No,Medium,Low,Low
95,8,Yes,No,High,Medium,Low
97,4,Yes,No,Low,Medium,High
103,10,Yes,No,Low,High,Medium
85,1,No,No,Medium,Medium,Medium
84,5,No,No,Medium,Low,Low
79,10,Yes,No,High,Medium,Low
75,10,Yes,No,Medium,Medium,High
81,6,Yes,No,Medium,Medium,High
102,7,No,No,High,High,Low
86,1,No,No,Medium,Low,High
107,4,Yes,No,Medium,Medium,High
100,5,No,No,High,Medium,Medium
70,5,No,No,Low,Low,Low
109,7,No,No,Low,Low,High
112,4,Yes,No,Medium,Medium,Medium
85,10,Yes,No,Medium,High,Medium
106,7,Yes,No,High,Low,High
87,8,No,No,Medium,High,High
101,2,No,No,High,Medium,Medium
81,1,No,No,Low,Medium,High
73,10,Yes,No,Medium,Low,High
94,10,No,No,Medium,Medium,Low
98,1,No,No,High,Low,Medium
94,1,Yes,Yes,,High,High
82,9,No,No,Medium,Low,Low
94,4,No,No,High,Medium,High
104,9,No,No,Medium,Medium,High
99,7,Yes,No,Low,Low,Low
102,7,Yes,No,Low,Low,Low
89,2,Yes,No,Medium,High,Medium
117,2,No,Yes,Medium,High,Medium
82,5,No,No,Low,Medium,Low
107,10,No,No,Medium,Low,High
117,1,No,No,Medium,Medium,High
107,7,No,No,Low,High,Medium
96,7,No,No,Medium,Medium,Low
92,8,No,No,High,Medium,High
115,7,Yes,No,Medium,Low,Low
78,8,Yes,No,High,Low,Medium
85,3,No,No,High,Medium,Low
94,3,No,No,Medium,Medium,Low
118,8,Yes,No,Medium,Low,Low
105,9,No,No,Medium,Low,Medium
85,10,No,No,High,Low,Medium
95,4,No,No,Medium,Low,Medium
90,8,No,No,Low,Medium,Low
89,1,Yes,No,Low,Low,High
114,2,Yes,Yes,High,High,Low
79,10,No,No,Medium,High,High
124,10,No,No,High,Medium,Low
112,10,Yes,Yes,High,High,Medium
116,9,Yes,Yes,High,Low,Medium
93,2,No,No,High,Medium,Low
97,2,No,No,High,Low,Medium
78,8,No,No,,Medium,High
92,5,No,No,High,Medium,Low
107,5,No,No,Low,Medium,High
119,6,Yes,No,Low,Low,High
83,8,No,No,High,Medium,Low
94,8,Yes,No,High,Medium,Low
97,9,Yes,No,Medium,Low,High
79,10,No,No,Medium,High,High
108,3,Yes,No,High,Medium,High
89,9,Yes,No,High,Low,Medium
97,3,No,No,High,Medium,Low
93,1,No,No,Low,High,High
88,5,No,No,High,Medium,High
99,7,Yes,No,High,High,Low
96,3,Yes,No,High,Medium,Medium
94,9,Yes,No,Medium,Low,Low
89,1,Yes,No,Medium,Medium,Low
104,6,No,No,Medium,Medium,Low
124,6,No,No,High,High,Low
102,8,No,No,High,High,Low
114,3,No,Yes,Medium,High,High
79,5,No,No,High,Medium,Low
102,10,No,No,High,Medium,Medium
83,5,Yes,No,Low,Low,High
77,8,No,No,Medium,Low,High
88,7,No,No,High,Medium,High
117,3,No,No,High,Medium,High
114,7,No,Yes,High,Low,High
103,10,No,No,High,High,Medium
77,8,No,No,,Medium,Low
97,5,No,No,Low,Low,High
104,5,Yes,No,High,High,Low
102,1,No,No,Low,High,Low
72,8,No,No,Medium,Medium,Low
86,6,No,No,Medium,Low,Medium
99,6,No,No,Low,Low,Low
108,5,No,No,High,Medium,High
67,5,No,No,High,Medium,High
97,3,Yes,No,Medium,High,Low
102,3,Yes,Yes,High,High,High
112,2,No,No,High,Medium,High
110,9,No,No,High,Low,High
108,8,Yes,No,High,Low,High
88,3,No,No,Low,Low,Low
71,5,Yes,No,High,Low,Low
94,10,No,No,High,Low,High
115,5,Yes,No,High,Low,Medium
120,8,Yes,Yes,High,High,High
110,6,No,No,High,Low,High
106,7,No,No,High,High,High
105,5,No,No,High,Low,Low
91,1,Yes,No,High,Low,High
98,8,No,No,Medium,Medium,High
125,4,No,Yes,Medium,High,Medium
85,5,Yes,No,Medium,Medium,Medium
124,1,No,Yes,High,Low,High
95,3,No,Yes,High,High,Medium
119,2,No,No,Medium,High,Low
78,2,No,No,High,Medium,Low
108,1,No,No,High,Low,Medium
88,6,No,No,High,Low,High
78,8,Yes,No,Low,Low,Medium
103,3,No,No,Medium,Low,High
115,1,No,No,High,Medium,Low
87,10,No,No,Medium,Low,Medium
77,2,No,Yes,High,High,High
98,3,No,No,High,High,Low
98,6,No,No,Medium,Low,High
108,3,No,No,High,Low,High
114,9,No,No,Low,Low,Low
99,1,Yes,No,Medium,Medium,Low
127,7,No,Yes,Low,High,High
103,10,No,No,Medium,High,Low
94,8,No,No,Medium,Medium,Low
75,9,No,No,High,Medium,Medium
96,8,Yes,Yes,High,High,High
94,5,Yes,No,Medium,High,High
114,1,No,No,High,Low,Low
106,1,No,No,Low,Low,Low
82,8,Yes,No,Low,High,Medium
102,7,No,No,High,High,Low
110,5,Yes,No,High,Low,Medium
122,10,Yes,Yes,High,High,Medium
113,3,Yes,Yes,Medium,High,High
111,9,Yes,Yes,High,High,High
100,4,Yes,No,High,Low,Low
105,6,No,No,,Medium,Medium
118,4,No,No,Medium,Low,Medium
80,9,No,No,Medium,High,High
94,4,No,No,High,Medium,Medium
88,8,Yes,No,High,Low,Low
105,3,No,No,Low,High,Medium
118,8,No,No,High,Low,Medium
91,3,No,No,Medium,High,High
64,5,No,No,Medium,High,High
93,1,No,No,Medium,High,Low
113,6,No,No,Low,Medium,Low
108,2,No,No,Medium,Low,Medium
106,3,Yes,No,Medium,Medium,High
95,1,No,No,Medium,High,Medium
80,6,No,No,Medium,Low,Medium
107,5,Yes,No,Low,High,High
87,10,Yes,Yes,High,High,Medium
132,2,No,Yes,High,High,Low
108,8,Yes,No,High,Low,High
91,9,Yes,No,Medium,Low,Medium
90,3,Yes,No,High,Low,Medium
98,6,No,No,Medium,Low,High
96,6,Yes,No,High,High,Medium
116,10,No,No,High,High,Low
102,6,No,Yes,High,High,Medium
89,8,No,No,Medium,Medium,High
128,5,Yes,No,Low,Low,High
100,10,Yes,No,Low,Low,Low
111,10,No,No,High,Low,High
90,8,No,No,High,Medium,High
105,3,Yes,No,Low,Low,Medium
104,7,No,No,Medium,Low,Low
71,1,No,No,High,High,Low
130,4,No,Yes,High,Low,Medium
119,5,Yes,Yes,Low,High,Medium
94,7,No,No,Medium,Medium,Low
83,6,No,Yes,High,High,Medium
105,6,Yes,Yes,High,High,Medium
101,2,Yes,No,Medium,High,High
105,2,Yes,No,High,Medium,Medium
102,2,No,No,High,High,Medium
107,10,No,No,Medium,Medium,Low
121,8,Yes,No,High,Medium,Low
108,7,Yes,Yes,,High,Medium
84,1,Yes,No,Medium,High,Low
120,9,Yes,Yes,Low,High,High
124,8,Yes,No,Medium,High,Low
147,9,Yes,No,Low,Medium,Low
83,4,Yes,No,Low,Low,Low
103,5,No,No,Medium,Low,Low
68,5,No,No,,Low,Low
108,9,Yes,No,High,High,Low
91,8,Yes,No,Medium,High,Medium
128,10,No,No,High,Low,Low
88,6,Yes,No,Low,Medium,High
74,10,Yes,No,Medium,Low,Low
92,10,Yes,No,Low,Medium,Low
70,1,No,No,High,Medium,Low
111,7,Yes,No,Low,Low,Medium
69,9,No,No,High,Low,Medium
100,4,Yes,No,High,Medium,Low
68,4,Yes,No,Medium,High,Medium
95,5,No,No,Low,Low,High
124,8,Yes,Yes,High,Low,Medium
105,5,Yes,Yes,High,High,High
87,4,No,No,High,Low,Low
99,8,Yes,No,Medium,Low,Medium
100,5,No,No,Medium,Low,High
107,8,No,No,Medium,Medium,Medium
79,1,Yes,Yes,,High,High
108,3,Yes,Yes,High,High,High
59,7,Yes,No,High,Low,High
90,1,No,No,Medium,Low,High
92,5,No,Yes,High,High,High
109,6,No,No,Medium,Medium,High
100,1,No,No,Low,Medium,High
78,7,No,No,Medium,High,Medium
85,9,Yes,No,High,Medium,Medium
102,9,Yes,No,High,High,Low
98,3,No,No,Low,Medium,High
91,4,Yes,No,High,Low,High
92,1,No,No,Medium,Low,Low
110,4,Yes,No,Medium,Low,Low
92,5,Yes,No,Medium,Low,Medium
98,7,No,No,High,High,Low
132,5,No,No,High,Medium,Low
78,8,No,No,High,Medium,Medium
72,7,No,No,High,Low,Low
111,1,No,No,Medium,Medium,High
89,2,No,No,High,Low,Medium
95,7,No,No,Low,High,Low
88,3,No,No,High,Medium,High
96,2,No,No,High,Low,Low
123,9,Yes,Yes,High,High,High
112,10,Yes,No,Medium,High,Low
112,8,No,No,High,Low,High
78,8,Yes,No,Low,Low,Low
82,3,Yes,No,High,Low,High
57,10,No,No,Low,Medium,Low
87,9,No,No,Low,Low,Low
114,8,Yes,No,High,Low,Medium
107,2,Yes,Yes,High,High,High
96,7,No,No,Low,High,Medium
99,8,No,No,High,Low,Medium
89,7,Yes,Yes,High,High,Medium
103,9,No,No,High,Medium,High
111,7,No,Yes,High,High,Medium
75,7,No,No,High,Low,Medium
104,1,No,No,Medium,High,Medium
113,2,No,Yes,Medium,High,High
93,5,No,No,High,Medium,Medium
